city_id,date,average_temp_celsius
14,26-03-2019,6.9
14,27-03-2019,7.7
14,28-03-2019,9.4
14,29-03-2019,10.6
14,30-03-2019,11.5
14,31-03-2019,12
14,01-04-2019,12.2
14,02-04-2019,10.9
14,03-04-2019,5.9
14,04-04-2019,5.9
14,05-04-2019,7.8
14,06-04-2019,9.9
14,07-04-2019,10.3
14,08-04-2019,10.5
14,09-04-2019,9.4
14,10-04-2019,9.4
14,11-04-2019,7.9
14,12-04-2019,6.5
14,13-04-2019,4.9
14,14-04-2019,4.4
14,15-04-2019,8.4
14,16-04-2019,10.3
14,17-04-2019,11.1
14,18-04-2019,15.5
14,19-04-2019,16.2
14,20-04-2019,17.2
14,21-04-2019,16.5
14,22-04-2019,17
14,23-04-2019,15.9
14,24-04-2019,14.1
14,25-04-2019,11.8
14,26-04-2019,11.6
14,27-04-2019,10.5
14,28-04-2019,8.6
14,29-04-2019,9.7
14,30-04-2019,11.5
14,01-05-2019,12.2
14,02-05-2019,11.2
14,03-05-2019,11
14,04-05-2019,6.9
14,05-05-2019,7.6
14,06-05-2019,8
14,07-05-2019,10.7
14,08-05-2019,12.5
14,09-05-2019,12.3
14,10-05-2019,11.8
14,11-05-2019,11.3
14,12-05-2019,9.9
14,13-05-2019,11.1
14,14-05-2019,12.3
14,15-05-2019,12.2
14,16-05-2019,11.9
14,17-05-2019,13.8
14,18-05-2019,14.4
14,19-05-2019,14
14,20-05-2019,13.8
14,21-05-2019,14.4
14,22-05-2019,14.5
14,23-05-2019,16.4
14,24-05-2019,16.6
14,25-05-2019,15.4
14,26-05-2019,15.5
14,27-05-2019,16.1
14,28-05-2019,13.3
14,29-05-2019,13.9
14,30-05-2019,17.1
14,31-05-2019,17.6
15,16-03-2019,10.5
15,17-03-2019,7.5
15,18-03-2019,7.1
15,19-03-2019,8.8
15,20-03-2019,10.3
15,21-03-2019,10.8
15,22-03-2019,10.1
15,23-03-2019,9.5
15,24-03-2019,8.9
15,25-03-2019,8
15,26-03-2019,6.8
15,27-03-2019,8.4
15,28-03-2019,8.7
15,29-03-2019,10.5
15,30-03-2019,11.2
15,31-03-2019,12.3
15,01-04-2019,12.1
15,02-04-2019,8.5
15,03-04-2019,4.7
15,04-04-2019,5.8
15,05-04-2019,7.9
15,06-04-2019,7.9
15,07-04-2019,9.3
15,08-04-2019,8.6
15,09-04-2019,8.6
15,10-04-2019,9
15,11-04-2019,9.1
15,12-04-2019,7.8
15,13-04-2019,7.6
15,14-04-2019,7.2
15,15-04-2019,10.1
15,16-04-2019,11.8
15,17-04-2019,13.3
15,18-04-2019,16.5
15,19-04-2019,17
15,20-04-2019,17.4
15,21-04-2019,17.1
15,22-04-2019,15.1
15,23-04-2019,15.3
15,24-04-2019,11.5
15,25-04-2019,10.9
15,26-04-2019,11
15,27-04-2019,10.7
15,28-04-2019,9.9
15,29-04-2019,10.5
15,30-04-2019,12.4
15,01-05-2019,12.3
15,02-05-2019,10.9
15,03-05-2019,10.6
15,04-05-2019,8.2
15,05-05-2019,8.1
15,06-05-2019,8.4
15,07-05-2019,10.8
15,08-05-2019,12.4
15,09-05-2019,12.3
15,10-05-2019,10.6
15,11-05-2019,11.8
15,12-05-2019,11.7
15,13-05-2019,12.5
15,14-05-2019,14.1
15,15-05-2019,14
15,16-05-2019,13.7
15,17-05-2019,13.2
15,18-05-2019,12.6
15,19-05-2019,12.9
15,20-05-2019,13.8
15,21-05-2019,14
15,22-05-2019,15.4
15,23-05-2019,16.4
15,24-05-2019,14.4
15,25-05-2019,15.1
15,26-05-2019,14.8
15,27-05-2019,15
15,28-05-2019,13
15,29-05-2019,13.2
15,30-05-2019,16.5
15,31-05-2019,17.5
16,16-03-2019,10.5
16,17-03-2019,8.4
16,18-03-2019,3.7
16,19-03-2019,4
16,20-03-2019,4.5
16,21-03-2019,6
16,22-03-2019,8.9
16,23-03-2019,9.9
16,24-03-2019,9.7
16,25-03-2019,6.4
16,26-03-2019,5.3
16,27-03-2019,5.6
16,28-03-2019,6.5
16,29-03-2019,9
16,30-03-2019,9.3
16,31-03-2019,9.8
16,01-04-2019,11.5
16,02-04-2019,9.9
16,03-04-2019,6.8
16,04-04-2019,4.5
16,05-04-2019,6
16,06-04-2019,7.5
16,07-04-2019,6.9
16,08-04-2019,7.5
16,09-04-2019,8
16,10-04-2019,8.8
16,11-04-2019,8.8
16,12-04-2019,7.1
16,13-04-2019,5.4
16,14-04-2019,4.1
16,15-04-2019,8
16,16-04-2019,9.6
16,17-04-2019,12.3
16,18-04-2019,13.9
16,19-04-2019,14.6
16,20-04-2019,14
16,21-04-2019,13.5
16,22-04-2019,15.4
16,23-04-2019,14
16,24-04-2019,12.3
16,25-04-2019,10.2
16,26-04-2019,8.3
16,27-04-2019,9
16,28-04-2019,6.9
16,29-04-2019,6.6
16,30-04-2019,9.1
16,01-05-2019,11.4
16,02-05-2019,11.3
16,03-05-2019,9.5
16,04-05-2019,7.1
16,05-05-2019,3.7
16,06-05-2019,5.7
16,07-05-2019,9.7
16,08-05-2019,10.2
16,09-05-2019,11.4
16,10-05-2019,13.3
16,11-05-2019,12
16,12-05-2019,9
16,13-05-2019,10.5
16,14-05-2019,10.8
16,15-05-2019,10
16,16-05-2019,10.6
16,17-05-2019,10.1
16,18-05-2019,10.6
16,19-05-2019,11
16,20-05-2019,11.9
16,21-05-2019,13
16,22-05-2019,14.2
16,23-05-2019,15.3
16,24-05-2019,16.8
16,25-05-2019,15.7
16,26-05-2019,15.1
16,27-05-2019,14.5
16,28-05-2019,12.7
16,29-05-2019,11.9
16,30-05-2019,13.2
16,31-05-2019,17.6
17,16-03-2019,10.7
17,17-03-2019,7.9
17,18-03-2019,4.6
17,19-03-2019,4.3
17,20-03-2019,4.9
17,21-03-2019,6.6
17,22-03-2019,8.3
17,23-03-2019,8.7
17,24-03-2019,9
17,25-03-2019,7.3
17,26-03-2019,5.4
17,27-03-2019,7.1
17,28-03-2019,8.4
17,29-03-2019,10.6
17,30-03-2019,10.9
17,31-03-2019,11
17,01-04-2019,11.4
17,02-04-2019,13
17,03-04-2019,8.5
17,04-04-2019,5
17,05-04-2019,6.1
17,06-04-2019,8.6
17,07-04-2019,9.3
17,08-04-2019,10.4
17,09-04-2019,9.4
17,10-04-2019,8.9
17,11-04-2019,8.1
17,12-04-2019,6.1
17,13-04-2019,4.3
17,14-04-2019,3.5
17,15-04-2019,8.3
17,16-04-2019,9.8
17,17-04-2019,12.6
17,18-04-2019,13
17,19-04-2019,14.1
17,20-04-2019,14.6
17,21-04-2019,14.7
17,22-04-2019,15.1
17,23-04-2019,15.5
17,24-04-2019,13.4
17,25-04-2019,12.6
17,26-04-2019,10.1
17,27-04-2019,9.2
17,28-04-2019,7.5
17,29-04-2019,8.7
17,30-04-2019,10.8
17,01-05-2019,12
17,02-05-2019,11.7
17,03-05-2019,11.4
17,04-05-2019,6.2
17,05-05-2019,6.1
17,06-05-2019,7.5
17,07-05-2019,9.3
17,08-05-2019,10.7
17,09-05-2019,10.9
17,10-05-2019,12.3
17,11-05-2019,12.4
17,12-05-2019,9.9
17,13-05-2019,10.6
17,14-05-2019,10.2
17,15-05-2019,9.8
17,16-05-2019,10.7
17,17-05-2019,13.4
17,18-05-2019,14.4
17,19-05-2019,14
17,20-05-2019,14.7
17,21-05-2019,12.9
17,22-05-2019,14.1
17,23-05-2019,14.5
17,24-05-2019,15.2
17,25-05-2019,16.1
17,26-05-2019,15.9
17,27-05-2019,15.9
17,28-05-2019,14
17,29-05-2019,13.2
17,30-05-2019,15.2
17,31-05-2019,17.7
18,16-03-2019,9.6
18,17-03-2019,9
18,18-03-2019,8.2
18,19-03-2019,8.1
18,20-03-2019,7.2
18,21-03-2019,8.1
18,22-03-2019,10.4
18,23-03-2019,12.6
18,24-03-2019,13.3
18,25-03-2019,10
18,26-03-2019,8.4
18,27-03-2019,8.5
18,28-03-2019,9.4
18,29-03-2019,11.9
18,30-03-2019,12.4
18,31-03-2019,12.3
18,01-04-2019,13
18,02-04-2019,11.7
18,03-04-2019,8.1
18,04-04-2019,7.1
18,05-04-2019,10.1
18,06-04-2019,8.1
18,07-04-2019,8.1
18,08-04-2019,9.9
18,09-04-2019,11.4
18,10-04-2019,11.1
18,11-04-2019,10.3
18,12-04-2019,10.8
18,13-04-2019,10.3
18,14-04-2019,9.7
18,15-04-2019,11.2
18,16-04-2019,12.9
18,17-04-2019,13.5
18,18-04-2019,14.6
18,19-04-2019,16.6
18,20-04-2019,15.9
18,21-04-2019,13.5
18,22-04-2019,14.1
18,23-04-2019,14.9
18,24-04-2019,14.6
18,25-04-2019,13.6
18,26-04-2019,10.7
18,27-04-2019,12.2
18,28-04-2019,11.2
18,29-04-2019,12.4
18,30-04-2019,12.6
18,01-05-2019,15.3
18,02-05-2019,14.4
18,03-05-2019,11.4
18,04-05-2019,11
18,05-05-2019,7.7
18,06-05-2019,9.7
18,07-05-2019,13.1
18,08-05-2019,14
18,09-05-2019,14.5
18,10-05-2019,16.7
18,11-05-2019,15.1
18,12-05-2019,13.9
18,13-05-2019,13.9
18,14-05-2019,15.3
18,15-05-2019,15.3
18,16-05-2019,15.7
18,17-05-2019,12.1
18,18-05-2019,12.2
18,19-05-2019,11.4
18,20-05-2019,13.6
18,21-05-2019,14.6
18,22-05-2019,16.9
18,23-05-2019,18.4
18,24-05-2019,14.9
18,25-05-2019,16.4
18,26-05-2019,15.4
18,27-05-2019,14.8
18,28-05-2019,13.6
18,29-05-2019,13.9
18,30-05-2019,16.2
18,31-05-2019,18.8
19,16-03-2019,10.6
19,17-03-2019,8.2
19,18-03-2019,6.5
19,19-03-2019,6
19,20-03-2019,7.7
19,21-03-2019,9.4
19,22-03-2019,9.7
19,23-03-2019,9.8
19,24-03-2019,8.9
19,25-03-2019,7.2
19,26-03-2019,7
19,27-03-2019,7.9
19,28-03-2019,9.1
19,29-03-2019,10.2
19,30-03-2019,12
19,31-03-2019,12.2
19,01-04-2019,13.3
19,02-04-2019,10.5
19,03-04-2019,5.9
19,04-04-2019,5.5
19,05-04-2019,9.1
19,06-04-2019,9
19,07-04-2019,8.5
19,08-04-2019,10.2
19,09-04-2019,10.8
19,10-04-2019,9.3
19,11-04-2019,9.6
19,12-04-2019,7.9
19,13-04-2019,6.4
19,14-04-2019,6.2
19,15-04-2019,10.2
19,16-04-2019,11.2
19,17-04-2019,13.4
19,18-04-2019,16.2
19,19-04-2019,17.2
19,20-04-2019,17.3
19,21-04-2019,16.3
19,22-04-2019,16.7
19,23-04-2019,15.8
19,24-04-2019,12.1
19,25-04-2019,11.3
19,26-04-2019,10.8
19,27-04-2019,10.7
19,28-04-2019,9.7
19,29-04-2019,9.8
19,30-04-2019,12
19,01-05-2019,13.2
19,02-05-2019,11.6
19,03-05-2019,11.2
19,04-05-2019,7.8
19,05-05-2019,7.7
19,06-05-2019,9.1
19,07-05-2019,11.6
19,08-05-2019,12.7
19,09-05-2019,12.5
19,10-05-2019,11.5
19,11-05-2019,12.9
19,12-05-2019,11.2
19,13-05-2019,12
19,14-05-2019,13.6
19,15-05-2019,13.4
19,16-05-2019,13.3
19,17-05-2019,14.1
19,18-05-2019,12.2
19,19-05-2019,13.6
19,20-05-2019,13.8
19,21-05-2019,14.7
19,22-05-2019,15.5
19,23-05-2019,16.6
19,24-05-2019,16.8
19,25-05-2019,16.2
19,26-05-2019,16
19,27-05-2019,16.2
19,28-05-2019,13.2
19,29-05-2019,14
19,30-05-2019,16.4
19,31-05-2019,18.7
